generation: 8 best: -215.25 fitness: -215.25|-209.28|-150.733|-87.5584|-93.0929|-88.0888|-86.4321|-171.364|-90.2551|-88.6625|
generation: 9 best: -674.685 fitness: -215.25|-209.28|-127.002|-96.681|-674.685|-174.233|-163.492|-88.2785|-93.2411|-88.6677|
generation: 10 best: -674.685 fitness: -674.685|-215.25|-93.7117|-92.2545|-92.4561|-92.9118|-92.6874|-94.3541|-95.2929|-170.837|
generation: 11 best: -680.047 fitness: -674.685|-215.25|-3.56332|-92.3349|-97.2969|-93.3411|-175.061|-680.047|-89.4668|-92.5925|
generation: 12 best: -680.047 fitness: -680.047|-674.685|-96.8881|-104.573|-93.1117|-128.491|-95.1792|-92.3771|-121.797|-92.3552|
generation: 13 best: -680.047 fitness: -680.047|-674.685|-177.457|-126.943|-98.8683|-101.539|-96.9445|-7.74627|-90.9102|-93.3675|
generation: 14 best: -680.047 fitness: -680.047|-674.685|-141.477|-120.744|-92.511|-95.7264|-110.114|-87.3492|-9.38985|-102.357|
generation: 0 best: -182.572 fitness: -119.705|-94.3799|-182.572|-163.134|-120.473|-134.856|-119.719|-139.51|-96.3474|-125.607|
generation: 1 best: -182.572 fitness: -182.572|-163.134|-122.302|-106.814|-173.604|-120.623|-105.676|-117.972|-122.736|-173.397|
generation: 2 best: -209.913 fitness: -182.572|-173.604|-104.576|-163.471|-108.258|-209.913|-195.941|-95.0774|-109.604|-122.842|
generation: 3 best: -209.913 fitness: -209.913|-195.941|-159.063|-127.572|-95.9496|-94.8766|-121.059|-130.153|-135.215|-163.092|
generation: 4 best: -209.913 fitness: -209.913|-195.941|-115.173|-132.731|-94.4965|-135.904|-98.5607|-207.6|-120.348|-163.511|
generation: 5 best: -209.913 fitness: -209.913|-207.6|-141.318|-120.453|-146.338|-129.619|-111.871|-138.696|-134.801|-96.7511|
generation: 6 best: -209.913 fitness: -209.913|-207.6|-162.903|-129.583|-181.563|-121.877|-146.091|-173.22|-143.271|-94.3847|
generation: 7 best: -209.913 fitness: -209.913|-207.6|-193.933|-144.6|-92.9623|-107.543|-173.746|-173.712|-114.287|-92.3483|
generation: 8 best: -309.143 fitness: -209.913|-207.6|-163.496|-204.962|-95.8313|-96.3439|-93.6696|-210.221|-309.143|-222.696|
generation: 9 best: -673.808 fitness: -309.143|-222.696|-120.359|-174.659|-97.4947|-98.4236|-92.4326|-380.766|-200.649|-673.808|
generation: 10 best: -673.808 fitness: -673.808|-380.766|-96.7886|-95.5832|-94.3364|-121.17|-138.199|-96.4009|-99.3948|-148.283|
generation: 11 best: -673.808 fitness: -673.808|-380.766|-93.0037|-94.0185|-182.649|-99.4628|-190.013|-92.9374|-190.369|-92.9577|
generation: 12 best: -673.808 fitness: -673.808|-380.766|-98.0571|-97.0045|-97.5863|-174.609|-171.565|-128.006|-93.0807|-184.985|
generation: 13 best: -673.808 fitness: -673.808|-380.766|-187.349|-139.666|-112.616|-94.7354|-175.404|-177.795|-163.676|-104.051|
generation: 14 best: -673.808 fitness: -673.808|-380.766|-176.457|-175.811|-101.227|-186.792|-162.48|-166.133|-178.612|-171.159|
